Title,Price,Area,Location,Listing ID,Last Updated,Property Type,Width,Length,Bedrooms,Bathrooms,Floors,Position,Direction,Alley Width,Road Type,Description,Latitude,Longitude,VIP Account,Avatar,Agent Role,Agent Name,Agent Listing Count,Province,Property Type Slug,Scraped At,Last Updated Date
"Bán đất 259.9m² ngang 8,61m giá 6.18 tỷ Phường Bình Dương",6180.0,259.9,"Phường Bình Dương,TP. Hồ Chí Minh(Mới)",1392565.0,21 giờ trước,Đất,8.0,,,,,,,,,Hotline: 0986694438 🔸Ký Gửi - Mua Bán: Bất Động Sản 🔸Xây Dựng Nhà Ở Trọn Gói 🔸Hỗ Trợ Vay Vốn Ngân Hàng 🔸 Hỗ Trợ Khách Hàng Làm Sổ Sách Từ Ca Dễ Đến Khó về tranh chấp pháp lý.,11.070978,106.6931305,False,1,Môi giới,Lộc 68,1066.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:28:47,29/09/2025 22:28
"Bán căn hộ 2 phòng ngủ, 1wc, 52,6m2, eco green quận 7. full nội thất. sổ hồng sẵn. 0888 887 ***",4500.0,52.0,"Đường Song Hành Với Đường Nguyễn Văn Linh - Đường Nội Bộ Khu Dân Cư Ven Sông,Phường Tân Thuận Tây,Quận 7,TP. Hồ Chí Minh",1456752.0,4 tuần trước,Căn hộ chung cư,,,2.0,1.0,,Đường chính,,,,"Chính chủ bán căn hộ 2 phòng ngủ, 1WC, Eco Green Sài Gòn, Quận 7.Vị trí kim cương mặt tiền đường Nguyễn Văn Linh, với 10 làn xe.- Diện tích: 52,6m2- Giá bán: 4,5 tỷ (Đã có sổ hồng)- Đầy đủ nội thất như hình- Kết nối hoàn hảo với trung tâm và khu đô thị Phú Mỹ Hưng.- Ngân hàng Vietcombank, Mbank, Sacombank, BIDV... Hỗ trợ.- Tiện ích miễn phí Hồ bơi, BBQ, gym, bóng bàn,...Liên hệ tôi:  để xem nhà thực tếXem thêm",,,False,1,Môi giới,Văn Quyết,11.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:04:27,02/09/2025 21:04
"Bán đất mặt tiền nhựa Tân Hiệp, 454m2, giá 5 tỷ",5000.0,454.0,"Đường Tân Hiệp 16,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",1184582.0,1 ngày trước,Đất,6.0,42.0,,,,Đường chính,,10.0,Đường nhựa,"👉💲 5 tỷ----------------------👉 Bán đất mặt tiền nhựa Tân Hiệp, Hóc Môn.👉Diện tích: 6m x 42m, nở hậu 15.4m. Tổng DT 454m2, có 326m² thổ cư👉 Diện tích lớn phù hợp làm nhà vườn, kho xưởng nhỏ☎️ Liên hệ: 0899.881.219 - Danh Địa ỐcMS220",10.897823,106.592333,False,1,Môi giới,Danh Địa Ốc,507.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:30:27,29/09/2025 19:30
"Bán đất hxh lê văn lương, phước kiển, nhà bè, dt 105m2 ( 5x21m vuông vức) chỉ 50tr/m2",5250.0,105.0,"Đường Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh",1476890.0,3 tuần trước,Đất,5.0,21.0,,,,,,,,"- DT 105m², 5x21m đất trống không dính quy hoạch- Nằm trục Lê Văn Lương, kế bên Nguyễn Hữu Thọ, Nguyễn Bình, Phạm Hữu Lầu, Nguyễn Văn Tạo, Nguyễn Văn Linh, Huỳnh Tấn Phát, Nguyễn Thị Thập, Nguyễn Lương Bằng.- Kế bên Làng đại học ACB, GS City, Nicesouth, Lavida, gần trường RMIT, Tôn Đức Thắng, đại học Mở- Gần Ủy Ban Nhà Bè, Trạm y Tế Nhà Bè, Bệnh Viện Nhà Bè, trường học cấp 1,2,3 Nhà Bè- Thuận lợi di chuyển về Quận 7, Quận 4, Quận 1, Quận 2, Quận 9, Quận 3 , Quận 5- Pháp lý sổ hồng riêng, sẵn sàng công chứng- Liên hệ Mr BìnhXem thêm",,,False,0,Môi giới,Đặng Thanh Bình,8.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:58:53,09/09/2025 19:58
Bán đất 109.5m² ngang 5m giá 3.5 tỷ tại Phường Định Hoà 0815422197,3500.0,109.5,"Phường Chánh Hiệp,TP. Hồ Chí Minh(Mới)",1294335.0,6 giờ trước,Đất,5.0,25.0,,,,,Tây Bắc,,,"🏡 BÁN NỀN ĐẤT MẶT TIỀN ĐX 082 – ĐỊNH HÒA📍 Vị trí: Kế bên Bệnh viện 1.500 giường – Khu dân cư sầm uất📐 DT: 5 x 25m – Thổ cư: 60m²💰 Giá bán: 3,5 tỷ📞 Liên hệ: 0815 422 197 – Kim Phú BĐS#datmatienbinhduong #dinhhoa #datganbenhvien #datthoCu #kimphubds",11.01489828256,106.65474363599,False,1,Môi giới,Kim Phú Bds,889.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:26:02,30/09/2025 13:26
HẠ GIÁ BÁN 50M2 - GIÁ 1TỶ 260TR AN PHÚ ĐÔNG - QUẬN 12,1260.0,50.0,"Đường An Phú Đông 12,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",1057467.0,3 ngày trước,Đất,5.0,10.0,,,,Trong hẻm,Đông,5.0,Đường bê tông,"Bán Lô số 30 khu phân lô An Phú Đông 12 - quận 12 -hcm- diện tích - 4 x 10,5 = 50 m2- điện nước âm, vỉa hè 2 bên. Đã xây dựng nhiều.Lô đất đã san lấp bằng phẳng (tiền san lấp 15tr)Giá 1 tỷ 260 triệu - bớt lộc- khu dân cư hiện hữu - đông đúc - an ninh tốt- gần chợ - trường học an phú đông - bách hóa xanh- anh chị thấy hợp lý gọi cho em ạ",,,False,1,Môi giới,TẠP HÓA NHÀ ĐẤT,109.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:31:08,27/09/2025 19:31
Bán nhà 70.1m² 2.25 tỷ tại Phường Thái Hòa Thị xã Tân Uyên,2250.0,70.1,"Phường Tân Khánh,TP. Hồ Chí Minh(Mới)",1266634.0,1 ngày trước,Nhà riêng,,,,,,,,,,,10.970130773185,106.76126822068,False,1,Môi giới,Cấn Mạnh Hùng,1346.0,tp-ho-chi-minh,nha-mat-pho-mat-tien,2025-09-30 18:27:25,29/09/2025 18:27
"Siêu phẩm căn trục hiếm 2PN+ 80m² Beverly Solari Vinhomes Grand Park, giá 3,9 tỷ, nhận nhà ngay",3900.0,80.0,"Phường Long Bình,Quận 9,TP. Hồ Chí Minh",1467205.0,3 tuần trước,Căn hộ chung cư,,,2.0,,,,,,,"Siêu phẩm căn hộ 2PN+ diện tích 80m² Beverly Solari, TP. Hồ Chí Minh. - Toà BS16, căn trục hiếm. - Lầu cao, view trực diện sông. - Phòng khách và phòng ngủ rộng rãi. - Giá bán: 3,9 tỷ (bao gồm VAT và phí bảo trì). - Pháp lý đầy đủ, nhà sẵn sàng bàn giao. Liên hệ: Trung Hiếu 0933679556Call/Zalo).",,,False,0,Môi giới,Trung Hiếu Realty,9.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:01:22,09/09/2025 21:01
Mặt tiền đường dương quảng hàm 4 tầng thuận tiện buôn bán công nhận 52m2,15990.0,52.0,"Đường Dương Quảng Hàm,Phường 6,Quận Gò Vấp,TP. Hồ Chí Minh",1539445.0,6 ngày trước,Nhà riêng,30.0,,,,,Đường chính,,30.0,,"MẶT TIỀN 30M 6 LÀN XE - CÓ VỈA HÈ - GÒ VẤP - 4 TẦNG - 15 TY xVị trí: Đường 30m Dương Quảng Hàm, P6, Gò Vấp  đường lớn, vỉa hè rộng, kinh doanh đỉnhLiên hệ biết thêm chi tiếtXem thêm",,,False,0,Môi giới,Nguyễn Hồ Hoàng Anh,2.0,tp-ho-chi-minh,nha-mat-pho-mat-tien,2025-09-30 18:50:40,24/09/2025 18:50
Đất ngang 8m giá tốt 2 sổ cách mặt tiền chỉ 30m 4x20m(ko lộ giới) hẻm nhựa 7m giá 5.9 tỷ/lô,5900.0,79.0,"Đường 18B, Phường Bình Hưng Hòa A,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",1491104.0,2 tuần trước,Đất,7.0,20.0,,,,Trong hẻm,,,Đường nhựa,"Đất ngang 8m giá tốt 2 sổ có bán lẻBÁN 2 LÔ ĐẤT  4x20m(ko lộ giới)  HẺM NHỰA 7M  GIÁ 5.9 TỶ/lôDiện tích: 4 x 20m (vuông vức, không lộ giới)Hướng: Đông  phong thủy tốt, mát mẻĐường: Hẻm nhựa rộng 7m có vỉa hè, sạch sẽ, xe hơi tránh nhau thoải máiVị trí: thuận tiên ra Tân kỳ tân quý , Gò Xoài , Lê Văn Quới ,Pháp lý: Sổ hồng riêng, xây dựng tự doGiá bán: 5.9 tỷ/lô  thương lượng(HÌNH THẬT)A/c quan tâm liện hệ e Việtxem nhà thực tế.Việt PhạmCam kết thông tin chuẩn 100%.Tư vấn miễn phí.Nhận ký gửi , tìm nhà theo yêu cầu.Hỗ trợ đăng bộ sang tên miễn phí.Xem thêm sản phẩm tại đây:https://tanphuland.vn/user/183/Địa chỉ công ty:CN2 :229 Lê Văn Quới , p.Bình Trị Đông , Bình TânXem thêm",,,False,0,Môi giới,Việt,15.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:56:53,16/09/2025 19:56
"Bán nhanh 1080m2 mặt tiền đường võ văn hát lộ giới đường 30m long trường, quận 9, giá tốt cho khách",33500.0,1080.0,"Đường Võ Văn Hát,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",1427623.0,1 tháng trước,Đất,15.5,46.0,,,,Đường chính,,,,"Bán 2 lô liền kề mặt tiền đường Võ Văn Hát, ngay Đại học Marketing.- Lô 1: 171m² ngang 5m.Giá 8,9 tỷ.- Lô 2: 1080m² có 530m² thổ cư - ngang 15,5m - Giá 33,5 tỷ.Sổ hồng riêng công chứng ngay.Quy hoạch 2 mặt tiền trước và sau.MTKD Võ Văn Hát Long trường Quận 9 (30m lộ giới).Ngay Trường Đại Học 13m x 46m cn 525m².Giá: 27 tỷ.LH xem đất: .Xem thêm",,,False,0,Môi giới,0919823007,107.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:08:13,31/08/2025 20:08
"Bán Gấp Căn Hộ Dịch Vụ 16 Phòng Giá 13 Tỷ, Nơ Trang Long Q.bình Thạnh. Giá Thật 100%",13000.0,75.0,"Đường Nơ Trang Long,Phường 12,Quận Bình Thạnh,TP. Hồ Chí Minh",1509613.0,2 tuần trước,Khách sạn,4.5,17.0,,,,Đường chính,,,,"DO NHU CẦU TÀI CHÍNH NÊN TÔI BÁN GẤP TÒA CĂN HỘ DỊCH VỤ 16 PHÒNG, 15 TỶ GIẢM VỀ 13 TỶ CHỐT- ƯU ĐIỂM+ DT : 4,5 x 17m DTCN : 72,7m2+ GỒM 16 PHÒNG+ Trục đường này nối liền nhiều tuyến đường lớn như Phan Văn Trị, Nguyễn Xí, Lê Quang Định, Điện Biên Phủ, sân bay tân sơn nhất, trung tâm sài gòn.+ Emart Phan Văn Trị (Gò Vấp) cách đầu đường Nơ Trang Long (gần Cầu Bình Lợi) tầm 510 phút chạy xe, siêu thị Hàn Quốc nổi tiếng.+ Co.opmart Rạch Miễu (Phan Xích Long, Phú Nhuận) đi từ đoạn giữa Nơ Trang Long qua đường Phan Xích Long chỉ khoảng 23km.+ Vincom Plaza Phan Văn Trị (Gò Vấp) từ Nơ Trang Long ra Phan Văn Trị tầm 3km, có rạp chiếu phim, ăn uống, mua sắm+ Pearl Plaza (Điện Biên Phủ, Bình Thạnh) từ cuối Nơ Trang Long đi khoảng 34km, TTTM lớn, có rạp CGV, nhà hàng, văn phòng.+ Co.opmart Đinh Tiên Hoàng (Bình Thạnh) gần ngã tư Hàng Xanh, cách Nơ Trang Long khoảng 2km.+ Landmark 81 Vincom Center (Nguyễn Hữu Cảnh, Bình Thạnh) cách khoảng 45km, siêu to, nhiều thương hiệu quốc tế, giải trí cao cấp.LIÊN HỆ NGAY DUY NGUYỄN ( ZALO ) ĐỂ CHỐT NGAYĐặc điểm nổi bậtDiện tích :75m2Giá :13 tỷPhòng ngủ :16 phòngPhòng tắm :17 phòng",,,False,0,Môi giới,Nguyễn Quốc Duy,16.0,tp-ho-chi-minh,khach-san,2025-09-30 21:37:24,16/09/2025 21:37
"(L732) Đất 1/ Tỉnh Lộ 15 ( mặt tiền Nguyễn Thị Nà), xã An Phú ( xã An Nhơn Tây - xã mới), dt 1000m2, đất ở , giá 4 tỷ 900",4900.0,1000.0,"Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",1323805.0,1 tuần trước,Đất,35.0,26.0,,,,,Đông Nam,,,"Đất 1/ Tỉnh Lộ 15 ( mặt tiền Nguyễn Thị Nà), xã An Phú (xã An Nhơn Tây - xã mới):- Diện tích :  1000m2 = 35m x 26m ( nở hậu 41m), thổ cư 120m2, đất ở nông thôn- Giá chỉ: 4 tỷ 900 (L732)- LH: 090 266 0617 zalo",11.118800448745,106.50100222579,False,1,Môi giới,Loan (Số chứng chỉ : HCM-0007228),1126.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:45:39,23/09/2025 19:45
Bán đất 156m² giá 1.5 tỷ tại Xã Bình Mỹ Huyện Bắc Tân Uyên,1500.0,156.0,"Phường Bình Cơ,TP. Hồ Chí Minh(Mới)",1278722.0,1 ngày trước,Đất,,,,,,,,,,,11.159035322496,106.74346814534,False,0,Chính chủ,Nguyễn Trung Nam,4.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:08:10,29/09/2025 19:08
"Đất 150m2 (7.4 x 20) - Hẻm xe tải 5m Đ. Nguyễn Sơn, Quận Tân Phú",11000.0,150.0,"Đường Nguyễn Sơn,Phường Phú Thọ Hòa,Quận Tân Phú,TP. Hồ Chí Minh",1262649.0,4 tháng trước,Đất,7.4,20.0,,,,Trong hẻm,Nam,5.0,Đường nhựa,"**BÁN ĐẤT THỔ CƯ - NGUYỄN SƠN, PHÚ THỌ HÒA, TÂN PHÚ** 🏠+ Diện tích: 150m² (7.4m x 20m)+ Giá: 11 tỷ (73 triệu/m²) - Giá tốt khu vực!+ Pháp lý: Sổ Hồng chính chủ+ Vị trí: Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú. Thuận tiện di chuyển, gần các tiện ích.+ Tiềm năng: Thích hợp xây nhà ở hoặc kinh doanh căn hộ dịch vụ.Liên hệ: 0838166258 xem nhà, gặp chủ",,,False,0,Môi giới,Mr Lý,100.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:40:40,02/06/2025 20:40
"Bán căn hộ the prince, q. phú nhuận, dt 50m2, 1pn giá 4,9 tỷ. 0909 228 *** minh sang",49000.0,50.0,"Đường Nguyễn Văn Trỗi,Phường 12,Quận Phú Nhuận,TP. Hồ Chí Minh",1297968.0,3 tháng trước,Căn hộ chung cư,,,1.0,1.0,,Đường chính,,,,"Chủ bán căn hộ The Prince, đường Nguyễn Văn Trỗi, quận Phú Nhuận.Tiên ích: Hồ bơi, phòng gym, siêu thị,...Diện tích: 50m².Thiết kế: 1PN - 1WC.Giá: 4,9 tỷ.Có sổ hồng.Hỗ trợ vay Bank.LH:  MInh Sang.Xem thêm",,,False,0,Môi giới,Minh Sang,10.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:27:45,02/07/2025 21:27
CHÍNH CHỦ BÁN ĐẤT MẶT TIỀN ĐƯỜNG SỐ 42 – BÊN HÔNG BỆNH VIỆN QUẬN 2,22000.0,192.0,"Phường Bình Trưng,TP. Hồ Chí Minh(Mới)",1188067.0,12 giờ trước,Đất,8.0,24.0,,,,Đường chính,,12.0,Đường nhựa,"CHÍNH CHỦ BÁN ĐẤT MẶT TIỀN ĐƯỜNG SỐ 42 – BÊN HÔNG BỆNH VIỆN QUẬN 2 – VỊ TRÍ ĐẮC ĐỊA📍 Vị trí đẹp: Mặt tiền đường số 42, ngay bên hông Bệnh viện Quận 2. Khu vực kinh doanh sầm uất, tiện mở phòng khám, nhà thuốc, quán café, văn phòng,…📐 Diện tích: 8m x 24m – rộng rãi, vuông vức, dễ dàng xây dựng.📜 Pháp lý đầy đủ: Sổ hồng chính chủ, sang tên nhanh chóng.💰 Giá tốt: Chỉ 22 tỷ – Cơ hội đầu tư cực kỳ tiềm năng!☎ Liên hệ ngay: 0938 699 336 để xem đất và thương lượng giá tốt nhất!🔖 #Bán_đất_Quận_2 #Đất_mặt_tiền #Nhà_đất_TPHCM #Bất_động_sản #Mua_bán_đất #Đầu_tư_sinh_lời #Sổ_hồng_chính_chủ",10.78283,106.7683,False,1,Chính chủ,Khuất Tiến Chung,356.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:28:10,30/09/2025 07:28
"Building mt nguyễn văn đậu p. 11 q. bình thạnh (12mx35m) nh 12,5m cn 371m2 7 tầng hđt270tr/th.98 tỷ",98000.0,371.0,"Đường Nguyễn Văn Đậu,Phường 11,Quận Bình Thạnh,TP. Hồ Chí Minh",1544804.0,4 ngày trước,Nhà riêng,12.0,35.0,,,,,Bắc,,,"Bán toà nhà 300L Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh.- Diện tích: 12m x 35m nở hậu 12,5m - Công nhận: 371m² đất.- DT sử dụng: 1600m sàn.- Hầm 7 tầng.- Hướng Bắc.- Đầy đủ hệ thống PCCC 2023.- Pháp lý: Sổ hồng hoàn công 12/2023.- Giá bán 98 tỷ thương lượng còn bớt cho khách thanh toán sớm.- Thông tin chính xác. Người thật, việc thật 100%.A/C gặp Toàn chỉ có được, không có mất. Làm việc với chính chủ Trần Toàn: .Xem thêm",,,False,1,Môi giới,Trần Toàn,57.0,tp-ho-chi-minh,nha-mat-pho-mat-tien,2025-09-30 18:47:41,26/09/2025 18:47
"(Đã Bán) Bán nhà vườn mặt tiền đường nhựa 435, xã Phú Hòa Đông Củ Chi, 1145m2, 32.9x41m, nhà còn mới ở ngay",5500.0,1145.0,"Xã Phú Hòa Đông,TP. Hồ Chí Minh(Mới)",1191580.0,2 giờ trước,Nhà riêng,33.0,41.0,2.0,1.0,1.0,Đường chính,Đông Nam,12.0,Đường nhựa,"1. Vị trí:- Nhà vườn có vị trí rất đẹp, mặt tiền đường nhựa 435 lộ giới 12m, thông xe tải. Ngay góc ngã 4 giao với đường Huỳnh Thị Bẳng, là đường liên xã, nối Phú Hòa Đông và Trung An, vị trí rất tiềm năng.- Từ vị trí nhà ra đường Tỉnh Lộ 15 - 1km, chợ Phú Hòa Đông 700m, về Ngã tư Tân Quy 3 km.- Gần cụm trường học: Mầm non, cấp 1, 2, 3 Phú Hòa Đông.- Gần Khu nông nghiệp Công nghệ cao, các KCN Đông Nam, KCN Tân Quy.- Bán kính 1km đầy đủ tiện ích: Chợ Phú Hòa Đông, trường mầm non, cấp 1, 2, 3 Phú Hòa Đông, siêu thị, ngân hàng...2. Hướng đất: Đông Nam.3. Diện tích:- Diện tích đất: 32.9 x 41 m, 1145 m², thổ cư 100 m².- Nhà cấp 4 rộng rãi, mát mẻ. Có thể tận dụng, thiết kế làm mô hình nhà vườn, trồng nhiều loại cây ăn trái để cuối tuần về nghỉ ngơi tận hưởng không khí trong lành của vùng ngoại ô.4. Pháp lý:- Sổ riêng, ký HĐMB nhanh chóng trong ngày.- Quy hoạch đất thuộc nhóm nhà ở hiện hữu, xin giấy phép, xây nhà và hoàn công được ngay.5. Giá bán: (Đã Bán).6. Nhận ký gửi Nhà - Đất, tìm kiếm Nhà - Đất Củ Chi theo yêu cầu của Quý khách.",11.023857,106.57358,False,1,Môi giới,Đoàn Minh Tuyến,192.0,tp-ho-chi-minh,nha-mat-pho-mat-tien,2025-09-30 18:33:42,30/09/2025 16:33
Bán đất 989m² giá 17 tỷ Xã Bình Khánh,17000.0,989.0,"Xã Bình Khánh,TP. Hồ Chí Minh(Mới)",1406294.0,1 ngày trước,Đất,,,,,,,,,,"❤️ Chị em bán 989 m2 đất ở xã Bình Khánh, huyện #Cần_Giờ, TP.HCM❤️ Nay là xã #Bình_Khánh, TP.HCM ạ❤️ Thông tin trong sổ, em xin list lại:- Đất ở tại nông thôn: 972,3 m2- Đất nuôi trồng thủy sản 17 m2💷 17 tỷ ạ#BBHangxachtay📞",10.639858,106.783299,False,1,Môi giới,Nguyễn văn Lộc,564.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:02:40,29/09/2025 19:02
"Bán lô đất mặt tiền đường 104 man thiện, quận 9 ngang 12x42m (498m2) giá cực tốt 38.5 tỷ",38500.0,498.0,"Đường Man Thiện,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",1462750.0,3 tuần trước,Đất,12.0,42.0,,,,Đường chính,,104.0,,"Lô đất hàng hiếm 12m x 42m (498m²) cặp 2 lô mỗi lô ngang 6m mặt tiền đường 104 Man Thiện giá 38.5 tỷ đồng.* Thông tin chi tiết:+ Diện tích tổng: 12m x 42m = 498m² (cặp 2 lô, mỗi lô 6m x 42m).+ Vị trí đắc địa: Mặt tiền đường 104, cách đường chính Man Thiện 100m, trung tâm TP. Thủ Đức.+ Mặt tiền rộng 12m, thích hợp xây dựng khách sạn, căn hộ dịch vụ, nhà hàng.+ Giao thông: Gần Metro Bến Thành - Suối Tiên, Xa Lộ Hà Nội, ngã tư Thủ Đức.+ Thương mại giải trí: Vincom, Lotte Mart, Co. Opmart, công viên Văn hóa Suối Tiên.+ Hệ thống giáo dục: Nằm gần Làng Đại học Quốc gia TP. HCM, tập trung nhiều trường ĐH danh tiếng như:+ ĐH Quốc gia TP. HCM.+ ĐH Công nghệ Thông tin.+ ĐH Khoa học Tự nhiên.+ Y tế: Bệnh viện Quận 9, phòng khám quốc tế.* Giá bán: 38,5 tỷ* Liên hệXem thêm",,,False,1,Môi giới,Nguyễn kế lai,6.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:02:17,09/09/2025 20:02
"(S624) (Đã bán)  Đất xã Trung Lập Hạ, dt 500m2, đất ở khsx và HNK, chỉ 700tr",700.0,500.0,"Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",1260706.0,1 tuần trước,Đất,10.0,50.0,,,,,,3.0,Đường nhựa,"Đất xã Trung Lập Hạ:- Diện tích : 500m2 = 10m x 50, hiện trạng đất cây hàng năm, quy hoạch đất cây hàng năm và đất ở khsx- Giá bán nhanh  : 700tr (S624)- LH: 090 266 0617 zalo",11.024856992291,106.44720203812,False,1,Môi giới,Loan (Số chứng chỉ : HCM-0007228),1126.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:46:00,23/09/2025 19:46
"Bán đất + xưởng 848m2, 1/ nguyễn ảnh thủ, hiệp thành. q.12, giá 26.5 tỷ",26500.0,848.0,"Đường Nguyễn Ảnh Thủ,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",1531307.0,1 tuần trước,"Kho, nhà xưởng",30.0,28.0,,,,Đường chính,,,,"BÁN ĐẤT + XƯỞNG 848m², 1/ NGUYỄN ẢNH THỦ, HIỆP THÀNH. Q.12Chủ giảm sâu 2,5 tỷ. Giá cũ 29 tỷ nay còn 26,5 tỷ. + Nhà xưởng đang hoạt động.Cách đường Trần Thị Hè 50 m. Cách Nguyễn Ảnh Thủ 100 m. Đường xe tải.+ Đất 100% thổ cư, công nhận hết đất đủ 848m². Nhà xưởng 600 m². Đất Ngang 30m x dài 28m.Xem thêm",,,False,1,Môi giới,Mạnh Đán,8.0,tp-ho-chi-minh,kho-nha-xuong,2025-09-30 21:30:57,23/09/2025 21:30
Đất đẹp 1 xẹc .thạnh xuân 22. quận 12.,368000.0,52.0,"Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",1304615.0,2 tháng trước,Đất,4.75,11.0,,,,Đường chính,,8.0,,TPHCM. Đường 8m .DT 4.75x11 . Giá3ty680tr bớt lộcSổ hồng riêng - pháp lý rõ ràngVị trí . 1 xẹc ngắn thạnh xuân 22. Gần chợMinh Phát . Đường thạnh xuân 21 .thạnh xuân 25. Thạnh xuân 24. Thạnh xuân13. Chung cư picity . UBND phường thạnh xuân. Chợ thạnh xuânXung quanh tiện ích đầy đủ .Liên hệ  . Cam kết thông tin chuẩnXem thêm,,,False,0,Môi giới,Phạm kiều y,3.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:36:11,01/08/2025 20:36
"(S373) Đất 1/Quốc Lộ 22, xã Tân Thông Hội, dt 110m2, full thổ , chỉ 1 tỷ 600",1600.0,110.0,"Xã Củ Chi,TP. Hồ Chí Minh(Mới)",747797.0,1 tuần trước,Đất,5.0,22.0,,,,Đường chính,,6.0,Đường bê tông,"Đất 1/Quốc Lộ 22 vào 120m:- Xã Tân Thông Hội- Diện tích : 109m2 = 5m x 22m, full thổ cư- Giá : 1 tỷ 600 thương lượng nhẹ (S373)-	Pháp lý : Sổ hồng riêng đầy đủ-	Liên hệ : 0983 514207 Loan ( zalo để nhận đủ thông tin và  xem  thêm nhiều lô khác )-	Loan nhận môi giới  bất động sản  tại huyện Củ Chi, TP.HCM-	Nhận hỗ trợ thủ tục pháp lý sang tên, xem thông tin quy hoạch, trích lục các văn bản,…-	Nhận hỗ trợ vay với đất lúa không đường, đất dính quy hoạch ven TP. Hồ Chí Minh.",10.947191321337,106.52142080925,False,1,Môi giới,Loan (Số chứng chỉ : HCM-0007228),1126.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:47:40,23/09/2025 19:47
"Bán cc phúc yên , 2pn, 2wc, 90m2, 3,5 tỷ tại phan huy ích, tân bình,0932 742 ***",35000.0,90.0,"đường Phan Huy Ích,Phường 15,Quận Tân Bình,TP. Hồ Chí Minh",1369652.0,2 tháng trước,Căn hộ chung cư,,,2.0,2.0,,,,,,"Chung cư Phúc Yên nằm ở vị trí thuận lợi tại Phan Huy Ích, p 15, Q.Tân Bình, TP.HCM, với diện tích 90m², bao gồm 2PN + 2WC/PT + bếp. Được thiết kế hiện đại và thông thoáng, căn hộ này mang đến không gian sống lý tưởng cho gia đình. Giá bán 3,5 tỷ VND, căn hộ này không chỉ đáp ứng nhu cầu sinh hoạt mà còn mang lại phong thủy tốt cho gia chủ.Điểm nhấn của căn hộ bao gồm thiết kế tối ưu với phòng ngủ rộng rãi, phòng tắm tiện nghi và không gian bếp đầy đủ. Đặc biệt, với vị trí thuận lợi, cư dân có thể dễ dàng tiếp cận các tiện ích xung quanh như bệnh viện đa khoa tâm trí Sài Gòn, các siêu thị Winmart+ và Bách Hóa Xanh, cùng với các trường học như Trường Tiểu Học Lý Tự Trọng và Trường Mầm Non Anh Đào.Cách công viên Nguyễn Sỹ Sách và công viên Cây Sộp chỉ khoảng 2km, đây là nơi lý tưởng để thư giãn và vui chơi cho cả gia đình.Liên hệ ngay để biết thêm chi tiết về căn hộ này qua số điện thoại  và người phụ trách  Anh Trúc.Xem thêm",,,False,0,Môi giới,Anh Trúc,37.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:18:09,01/08/2025 21:18
Gấp bán căn 2pn và 2wc. tặng một số nội thất. nhà mới sạch. chính chủ 0909 086 ***,2000.0,62.0,"Đường Trịnh Quang Nghị,Phường 07,Quận 8,TP. Hồ Chí Minh",1381092.0,1 tháng trước,Căn hộ chung cư,,,2.0,2.0,,,,,,"Chính chủ không có nhu cầu ở. Bán nhanh căn 62m² cho Khách thiện chí :- 2 Phòng ngủ và 2WC- Tặng 1 số nội thất- Nhà mới 90%- Giá bán bao thuế phí 1,995 tỷLIÊN HỆ XEM NHÀ :  (zalo)Xem thêm",,,False,0,Môi giới,Nguyễn Thị Thanh Hương,14.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:15:20,31/08/2025 21:15
